"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"4955",35,"admin.","married","high.school","unknown","yes","no","telephone","may","fri",14,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"4956",36,"technician","single","professional.course","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"4957",35,"admin.","married","high.school","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"4958",46,"admin.","single","university.degree","no","yes","yes","cellular","jul","tue",7,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"4959",33,"technician","single","university.degree","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",-2.9,92.469,-33.6,1.018,5076.2,"no"
"4960",36,"services","married","basic.9y","unknown","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"4961",34,"admin.","single","high.school","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"no"
"4962",29,"technician","single","university.degree","no","no","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"4963",38,"admin.","single","high.school","no","yes","yes","cellular","apr","thu",1,13,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"yes"
"4964",30,"technician","single","university.degree","unknown","no","no","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4965",29,"services","married","high.school","no","yes","yes","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
"4966",37,"technician","married","professional.course","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4967",55,"technician","married","professional.course","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4968",53,"services","divorced","basic.4y","unknown","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"4969",38,"technician","married","basic.9y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4970",37,"admin.","married","high.school","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,"no"
"4971",42,"admin.","divorced","high.school","no","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"4972",55,"admin.","divorced","university.degree","unknown","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
"4973",35,"admin.","married","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no"
"4974",31,"technician","single","university.degree","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"no"
"4975",40,"management","married","university.degree","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"4976",31,"unemployed","single","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"4977",48,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4978",36,"admin.","single","high.school","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"4979",26,"student","single","high.school","no","no","no","cellular","aug","fri",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"no"
"4980",27,"services","single","high.school","no","yes","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"4981",32,"admin.","single","high.school","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4982",39,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"4983",41,"technician","married","high.school","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"4984",25,"technician","single","university.degree","no","no","yes","cellular","nov","wed",4,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no"
"4985",41,"technician","married","high.school","no","yes","yes","telephone","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4986",45,"housemaid","married","basic.4y","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4987",37,"admin.","married","high.school","no","no","no","telephone","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"4988",46,"admin.","single","university.degree","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"4989",28,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"4990",28,"admin.","married","high.school","no","no","no","telephone","jun","wed",4,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"4991",29,"technician","married","professional.course","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"4992",49,"blue-collar","divorced","basic.6y","unknown","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"4993",47,"admin.","married","basic.6y","unknown","yes","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"4994",25,"technician","married","professional.course","no","yes","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"4995",37,"technician","single","professional.course","unknown","unknown","unknown","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"4996",55,"admin.","married","high.school","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4997",27,"services","married","high.school","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4998",49,"management","married","university.degree","no","no","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
"4999",40,"admin.","single","high.school","unknown","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5000",25,"blue-collar","single","basic.4y","no","yes","yes","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"5001",30,"blue-collar","married","basic.9y","no","no","yes","telephone","may","tue",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5002",35,"entrepreneur","married","university.degree","no","yes","no","cellular","may","wed",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"5003",34,"technician","married","university.degree","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5004",52,"retired","married","professional.course","no","yes","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"5005",43,"technician","married","high.school","no","yes","no","telephone","jun","fri",37,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"5006",51,"retired","divorced","basic.9y","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"5007",28,"services","single","professional.course","no","yes","no","cellular","mar","fri",3,999,1,"failure",-1.8,93.369,-34.8,0.649,5008.7,"no"
"5008",53,"admin.","married","high.school","no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"5009",51,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"5010",30,"blue-collar","married","basic.6y","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5011",42,"self-employed","married","professional.course","unknown","unknown","unknown","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"5012",46,"services","divorced","basic.9y","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
"5013",32,"admin.","married","university.degree","no","yes","no","telephone","may","thu",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"5014",30,"technician","single","professional.course","no","yes","yes","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"5015",34,"technician","married","university.degree","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5016",31,"admin.","single","high.school","no","no","no","cellular","nov","fri",4,999,3,"failure",-3.4,92.649,-30.1,0.714,5017.5,"no"
"5017",26,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"5018",53,"services","divorced","high.school","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"5019",46,"admin.","married","high.school","no","unknown","unknown","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"5020",51,"retired","married","high.school","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"5021",41,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5022",37,"housemaid","married","basic.4y","unknown","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"5023",44,"technician","married","professional.course","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"5024",38,"technician","single","high.school","no","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"5025",33,"admin.","married","basic.9y","no","unknown","unknown","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5026",28,"technician","married","basic.9y","no","no","no","cellular","may","tue",1,12,1,"success",-1.8,92.893,-46.2,1.291,5099.1,"no"
"5027",28,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","thu",8,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"5028",42,"technician","divorced","basic.9y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"5029",44,"admin.","divorced","university.degree","no","no","no","cellular","aug","fri",6,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"5030",36,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"5031",33,"technician","single","university.degree","no","no","no","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"5032",30,"services","single","high.school","no","yes","no","cellular","jun","mon",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"5033",46,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"5034",50,"services","married","unknown","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"5035",53,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","fri",4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"5036",38,"services","married","high.school","no","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.259,5099.1,"yes"
"5037",39,"management","married","high.school","no","no","yes","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"5038",32,"services","single","unknown","unknown","yes","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"5039",52,"self-employed","married","university.degree","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"5040",53,"admin.","married","high.school","no","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"5041",48,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"5042",44,"admin.","married","university.degree","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"5043",34,"admin.","married","high.school","no","no","no","cellular","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"5044",24,"admin.","married","high.school","no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5045",45,"admin.","married","high.school","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"5046",39,"unemployed","married","high.school","no","no","no","cellular","jul","mon",7,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"5047",34,"technician","married","university.degree","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"5048",31,"services","married","high.school","no","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5049",37,"admin.","single","university.degree","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"5050",35,"services","married","high.school","no","yes","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"5051",48,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5052",52,"admin.","divorced","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"5053",32,"services","married","high.school","unknown","no","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"5054",24,"unemployed","single","high.school","no","yes","no","telephone","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"5055",88,"retired","married","basic.4y","no","no","no","cellular","sep","mon",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.882,4963.6,"no"
"5056",57,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"5057",32,"entrepreneur","divorced","high.school","no","yes","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"5058",45,"services","married","high.school","no","no","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"5059",50,"self-employed","married","basic.4y","unknown","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"5060",51,"entrepreneur","single","basic.9y","no","yes","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes"
"5061",28,"admin.","married","high.school","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"5062",50,"admin.","married","university.degree","no","no","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"5063",49,"services","single","high.school","no","yes","no","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"5064",25,"services","single","professional.course","no","yes","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"5065",52,"housemaid","married","basic.4y","no","yes","no","cellular","aug","wed",24,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"5066",29,"services","single","professional.course","no","yes","yes","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"5067",33,"self-employed","married","basic.9y","no","yes","no","telephone","may","wed",11,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"5068",37,"technician","married","professional.course","unknown","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"5069",56,"management","married","university.degree","no","yes","no","telephone","jun","wed",5,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
"5070",31,"blue-collar","single","high.school","no","yes","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"5071",50,"management","married","university.degree","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"5072",52,"management","married","university.degree","no","yes","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
"5073",37,"entrepreneur","married","university.degree","no","no","no","telephone","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"5074",34,"housemaid","married","university.degree","no","no","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"5075",37,"blue-collar","married","high.school","unknown","no","yes","telephone","may","fri",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"5076",31,"management","single","university.degree","unknown","yes","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"5077",26,"self-employed","married","high.school","no","no","no","cellular","may","thu",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"5078",36,"services","married","high.school","unknown","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"5079",36,"management","married","university.degree","no","unknown","unknown","telephone","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
