"","X","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"4011",4011,43,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"4012",4012,37,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"4013",4013,34,"management","single","university.degree","no","yes","no","telephone","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"4014",4014,30,"management","single","university.degree","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"4015",4015,30,"management","married","university.degree","no","yes","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"4016",4016,34,"technician","married","university.degree","no","unknown","unknown","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"4017",4017,32,"admin.","single","university.degree","no","yes","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"4018",4018,33,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"4019",4019,35,"services","single","high.school","no","yes","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"4020",4020,51,"management","married","high.school","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"4021",4021,45,"blue-collar","divorced","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4022",4022,46,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"4023",4023,57,"retired","married","high.school","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4024",4024,48,"services","married","high.school","unknown","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"4025",4025,46,"unemployed","married","high.school","unknown","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"4026",4026,33,"blue-collar","single","basic.4y","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"4027",4027,37,"unemployed","unknown","university.degree","no","no","no","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"4028",4028,37,"admin.","married","high.school","no","yes","no","cellular","apr","thu",1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"no"
"4029",4029,31,"admin.","single","university.degree","no","no","no","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4030",4030,54,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4031",4031,26,"admin.","single","high.school","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"4032",4032,53,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","wed",9,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"4033",4033,53,"technician","married","professional.course","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4034",4034,42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4035",4035,31,"blue-collar","married","basic.4y","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"4036",4036,38,"admin.","divorced","high.school","no","no","no","cellular","jun","wed",1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no"
"4037",4037,35,"technician","single","professional.course","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4038",4038,25,"services","single","high.school","unknown","yes","yes","cellular","jul","wed",7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4039",4039,36,"admin.","married","high.school","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"4040",4040,35,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4041",4041,35,"student","single","university.degree","unknown","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"4042",4042,39,"management","single","basic.9y","no","no","yes","telephone","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"4043",4043,37,"admin.","married","high.school","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4044",4044,30,"technician","single","professional.course","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4045",4045,29,"services","married","professional.course","no","yes","yes","telephone","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"4046",4046,41,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
"4047",4047,35,"admin.","single","high.school","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4048",4048,30,"technician","single","professional.course","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4049",4049,37,"blue-collar","single","basic.9y","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4050",4050,31,"services","married","high.school","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"4051",4051,34,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"4052",4052,26,"admin.","single","university.degree","no","yes","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
"4053",4053,33,"self-employed","married","basic.9y","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4054",4054,45,"admin.","divorced","basic.9y","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4055",4055,41,"blue-collar","single","basic.6y","unknown","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"4056",4056,30,"management","married","university.degree","no","no","no","telephone","mar","mon",3,999,0,"nonexistent",-1.8,92.843,-50,1.811,5099.1,"no"
"4057",4057,42,"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"4058",4058,35,"technician","single","high.school","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"4059",4059,40,"technician","single","university.degree","no","no","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"4060",4060,28,"blue-collar","single","professional.course","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"4061",4061,43,"unemployed","divorced","basic.9y","no","yes","yes","telephone","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4062",4062,25,"management","single","university.degree","no","yes","no","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
"4063",4063,35,"self-employed","single","university.degree","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"4064",4064,25,"student","single","high.school","no","no","yes","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4065",4065,26,"student","single","basic.9y","no","unknown","unknown","cellular","oct","tue",1,999,1,"failure",-3.4,92.431,-26.9,0.742,5017.5,"no"
"4066",4066,56,"management","married","basic.9y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4067",4067,31,"student","single","high.school","unknown","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4068",4068,25,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4069",4069,43,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"4070",4070,25,"blue-collar","married","basic.9y","no","no","no","telephone","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4071",4071,36,"technician","married","professional.course","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"4072",4072,45,"technician","single","university.degree","no","no","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4073",4073,32,"management","single","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"4074",4074,31,"admin.","single","university.degree","no","yes","no","telephone","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"4075",4075,32,"admin.","single","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
"4076",4076,30,"admin.","single","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4077",4077,40,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4078",4078,53,"unknown","married","high.school","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"4079",4079,68,"retired","divorced","professional.course","no","yes","no","cellular","oct","tue",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"yes"
"4080",4080,57,"blue-collar","divorced","professional.course","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"4081",4081,56,"technician","married","basic.4y","unknown","yes","yes","cellular","jul","wed",6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4082",4082,45,"self-employed","married","university.degree","no","yes","no","cellular","may","thu",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"4083",4083,38,"entrepreneur","married","professional.course","no","yes","no","cellular","may","mon",6,2,4,"success",-1.8,93.876,-40,0.682,5008.7,"yes"
"4084",4084,30,"technician","married","high.school","no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"4085",4085,44,"admin.","married","university.degree","no","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"4086",4086,46,"technician","divorced","university.degree","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"4087",4087,29,"services","divorced","high.school","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"4088",4088,37,"technician","married","basic.6y","unknown","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4089",4089,31,"blue-collar","married","professional.course","unknown","yes","no","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"4090",4090,42,"services","married","professional.course","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"4091",4091,46,"blue-collar","married","basic.9y","unknown","no","no","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"4092",4092,46,"admin.","single","university.degree","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.264,5099.1,"yes"
"4093",4093,56,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"4094",4094,47,"admin.","single","university.degree","no","yes","no","cellular","jun","wed",3,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
"4095",4095,42,"technician","married","university.degree","unknown","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4096",4096,58,"housemaid","single","professional.course","no","no","no","cellular","apr","mon",2,6,2,"success",-1.8,93.749,-34.6,0.642,5008.7,"no"
"4097",4097,28,"admin.","single","university.degree","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
"4098",4098,23,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"4099",4099,42,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4100",4100,35,"admin.","single","high.school","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes"
"4101",4101,53,"self-employed","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
"4102",4102,40,"technician","married","professional.course","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4103",4103,33,"technician","married","university.degree","no","yes","no","cellular","sep","wed",1,999,1,"failure",-1.1,94.199,-37.5,0.876,4963.6,"no"
"4104",4104,37,"blue-collar","married","basic.4y","no","yes","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"4105",4105,24,"blue-collar","single","basic.9y","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"4106",4106,47,"admin.","married","university.degree","unknown","yes","no","cellular","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4107",4107,56,"services","divorced","basic.6y","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"4108",4108,34,"admin.","married","high.school","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"4109",4109,32,"technician","divorced","high.school","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4110",4110,42,"admin.","married","professional.course","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"4111",4111,57,"admin.","divorced","university.degree","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4112",4112,57,"blue-collar","married","basic.9y","no","no","no","cellular","mar","fri",2,999,0,"nonexistent",-1.8,93.369,-34.8,0.636,5008.7,"no"
"4113",4113,35,"management","married","university.degree","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4114",4114,43,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4115",4115,43,"admin.","married","university.degree","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"4116",4116,35,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4117",4117,46,"admin.","married","high.school","unknown","no","no","telephone","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
"4118",4118,36,"blue-collar","married","basic.4y","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"4119",4119,35,"admin.","married","basic.9y","no","yes","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"4120",4120,33,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4121",4121,30,"technician","single","professional.course","no","no","no","telephone","aug","mon",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"no"
"4122",4122,46,"admin.","married","professional.course","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"4123",4123,45,"admin.","divorced","university.degree","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4124",4124,40,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4125",4125,40,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
"4126",4126,41,"management","married","university.degree","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"4127",4127,49,"unemployed","married","high.school","unknown","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"4128",4128,52,"self-employed","married","university.degree","unknown","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4129",4129,51,"blue-collar","single","basic.9y","unknown","yes","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"4130",4130,31,"blue-collar","single","high.school","no","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
"4131",4131,27,"unemployed","married","basic.6y","unknown","no","yes","telephone","jul","wed",8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
